Name,Address,BranchType,LayerType,WorkingTime,Latitude,Longitude,latitude,longitude
CN Thành Công - Hà Nội,"Từ tầng 1 đến tầng 5, tòa nhà số 01B, Phố Yết Kiêu, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.020780563354492,105.84290313720703,,
CN Hưng Yên,"Số 240, Đường Nguyễn Văn Linh, Phường Hiến Nam, TP Hưng Yên, Hưng Yên",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-12h00, Chiều 13h30-17h00",20.667530059814453,106.05819702148438,,
CN Củ Chi,"Số 216-218, Tỉnh lộ 8, Thị trấn Củ Chi, Huyện Củ Chi, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-16h30",10.974189758300781,106.49700164794922,,
CN Bà Rịa - Vũng Tàu,"Số 24, Đường Trần Hưng Đạo, Phường 1, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-17h30",10.343720436096191,107.07730102539062,,
CN Tràng An,"Tầng 1, 2, Toà nhà Liễu Giai Tower, Số 26, Đường Liễu Giai, Phường Cống Vị, Quận Ba Đình, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 8h00-12h00, Chiều 13h-17h00",21.04538917541504,105.84329986572266,,
CN Điện Biên,"Số 888, tổ dân phố 4, Phường Mường Thanh, TP Điện Biên Phủ, Tỉnh Điện Biên",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h15-11h30, Chiều 13h30-17h00",21.390520095825195,103.01580047607422,,
CN Nam Kỳ Khởi Nghĩa," Số 56 (sau), 58, 60, 62, 64, Đường Nam Kỳ Khởi Nghĩa, Phường Nguyễn Thái Bình, Quận 1, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-16h30",10.770359992980957,106.70159912109375,,
CN Quảng Ngãi,"Số 56, Đường Hùng Vương, Phường Nguyễn Nghiêm, Thành phố Quảng Ngãi, Quảng Ngãi",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",15.122349739074707,108.79930114746094,,
CN Cẩm Phả,"Số 48, Đường Tô Hiệu, Phường Cẩm Trung, TP Cẩm Phả, Tỉnh Quảng Ninh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.00881004333496,107.27020263671875,,
CN Nam Bình Dương,"Số 10, Đại lộ Hữu Nghị, KCN Việt Nam - Singapore, Phường Bình Hoà, Thành phố Thuận An, Bình Dương",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-16h45",10.92451000213623,106.71440124511719,,
CN Bình Tân,"Tòa nhà số 300-302, Đường Tên Lửa, Phường Bình Trị Đông B, Quận Bình Tân, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-16h30",10.750189781188965,106.61129760742188,,
CN Quảng Nam,"Số 112, Đường Phan Bội Châu, Phường Tân Thạnh, Thành phố Tam Kỳ, Quảng Nam",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-16h30",15.586020469665527,108.46520233154297,,
CN Hải Phòng,"Số 68, Đường Điện Biên Phủ, Phường Minh Khai, Quận Hồng Bàng, TP Hải Phòng",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",20.861719131469727,106.68229675292969,,
CN Tây Nam Quảng Ninh,"Số 430, Đường Quang Trung, Phường Quang Trung, TP Uông Bí, Quảng Ninh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.034420013427734,106.77140045166016,,
CN Lai Châu,"Đường 30/4, Tổ 27, Phường Đông Phong, Thành phố Lai Châu, Lai Châu",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",22.38191032409668,103.47669982910156,,
CN Quảng Ninh,"Số 737, Đường Lê Thánh Tông, Phường Bạch Đằng, TP Hạ Long, Quảng Ninh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h15-17h15",20.954639434814453,107.09210205078125,,
CN Nghệ An,"Đại lộ V.I. Lênin, Phường Hưng Dũng, Thành phố Vinh, tỉnh Nghệ An",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-17h00",18.68255043029785,105.69329833984375,,
CN Thành Nam,"Số 80, Đường Đông A, KĐT Hoà Vượng, Phường Lộc Vượng, TP Nam Định, Nam Định",Chi nhánh,Chi nhánh,"Mùa Đông: Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-17h30. Mùa Hè: Thứ 2-6: Sáng 7h00-11h30, Chiều 13h30-17h00",20.436260223388672,106.15869903564453,,
CN Cao Bằng,"Số 15, Đường Hoàng Đình Giong, Phường Hợp Giang, Thành phố Cao Bằng, Cao Bằng",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",22.6653995513916,106.26069641113281,,
CN Phú Thọ,"Số 1155A, Đường Hùng Vương, Phường Tiên Cát, Thành phố Việt Trì, Phú Thọ",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.30569076538086,105.40689849853516,,
CN Bắc Kạn,"Số 57, Đường Trường Chinh, Phường Đức Xuân, Thành phố Bắc Kạn, Bắc Kạn",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",22.146230697631836,105.83560180664062,,
CN Ninh Bình,"Đường Lê Hồng Phong, Phường Đông Thành, Thành phố Hoa Lư, Ninh Bình",Chi nhánh,Chi nhánh,"Thứ 2-6. Mùa hè: Sáng 7h00-11h30, Chiều 13h30-17h00. Mùa đông: Sáng 7h30-11h30, Chiều 13h00-17h00",20.258800506591797,105.97789764404297,,
CN Lào Cai,"Phố 30 tháng 04, Phường Nam Cường, Thành phố Lào Cai, Lào Cai",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",22.447040557861328,104.00569915771484,,
CN Đông Hải Phòng,"Số 12 Lô 30A, Đường Lê Hồng Phong, Phường Đông Khê, Quận Ngô Quyền, TP Hải Phòng",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-17h00",20.85832977294922,106.69750213623047,,
CN Nhà Bè,"Một phần tầng trệt, một phần tầng 3, tòa nhà Dragon Hill 2, số 15A2, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h00-17h00",10.709489822387695,106.70960235595703,,
CN Sa Đéc,"Số 74, Đường Hùng Vương, Phường 2, Thành phố Sa Đéc, Đồng Tháp",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h45, Chiều 13h30-16h30",10.289250373840332,105.76730346679688,,
CN An Giang,"Số 185, Đường Lý Thái Tổ, Phường Mỹ Long, Long Xuyên, An Giang",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-16h30",10.378510475158691,105.44409942626953,,
CN Hà Tĩnh,"Số 88, Đường Phan Đình Phùng, Phường Tân Giang, Thành phố Hà Tĩnh, Hà Tĩnh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-17h30",18.34054946899414,105.90550231933594,,
CN Hà Giang,"Tổ 9, Phường Nguyễn Trãi, TP Hà Giang, Tỉnh Hà Giang",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-16h30",22.823659896850586,104.98410034179688,,
CN Kinh Bắc,"Khu nhà ở và dịch vụ công cộng Cát Tường New, Lô CC03, Đường Lý Thái Tổ, Phường Tiền Ninh Vệ, TP Bắc Ninh, Tỉnh Bắc Ninh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-17h00",21.173969268798828,106.06379699707031,,
CN Đồng Khởi,"Số 59, Đại lộ Đồng Khởi, Phường An Hội, TP Bến Tre, Tỉnh Bến Tre",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.237039566040039,106.37660217285156,,
CN Phú Quốc,"Số 196, Đường Nguyễn Trung Trực, Phường Dương Đông, TP Phú Quốc, Tỉnh Kiên Giang",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h00-11h00, Chiều 13h-16h30",10.223270416259766,103.96790313720703,,
CN Sa Pa,"Số 166, Đường Thạch Sơn, Phường Sa Pa, TX Sa Pa, Tỉnh Lào Cai",Chi nhánh,Chi nhánh,"Mùa hè: Thứ 2-6: Sáng: 7h30- 12h00, Chiều: 13h30 - 17h00. Mùa đông: Thứ 2-6: Sáng: 7h30- 12h00, Chiều: 13h00 - 16h30",22.336719512939453,103.84950256347656,,
CN Thái Hà,"Toà nhà Golden Palm, tầng 1 và tầng 2, số 21, Đường Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-16h30",21.006929397583008,105.80750274658203,,
CN Bắc Hải Dương,"Số 206, Đường Nguyễn Trãi 2, Phường Sao Đỏ, TP Chí Linh, Hải Dương",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h00-11h30, Chiều 13h30-17h00",21.10700035095215,106.38410186767578,,
CN Từ Sơn,"Số 368, Đường Trần Phú, Phường Đông Ngàn, Thành phố Từ Sơn, Bắc Ninh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 8h00-11h30, Chiều 13h30-17h00",21.116270065307617,105.95600128173828,,
CN Nam Định,"Số 202, Đường Hùng Vương, Phường Vị Xuyên, TP Nam Định, Tỉnh Nam Định",Chi nhánh,Chi nhánh,"Mùa hè: Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-17h30. Mùa đông: Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-17h30",20.433900833129883,106.18389892578125,,
CN Kiên Giang,"Số 259-261, Đường Trần Phú, Phường Vĩnh Thanh Vân, Thành phố Rạch Giá, Kiên Giang",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h15-11h15, Chiều 13h-16h30",10.009790420532227,105.0864028930664,,
CN Bà Rịa,"Số 01, Đường Trường Chinh, Phường Phước Trung, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-17h30",10.488200187683105,107.17469787597656,,
CN Quy Nhơn,"Số 155-159-161, Đường Lê Hồng Phong, Phường Trần Phú, TP Quy Nhơn, Tỉnh Bình Định",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-17h30",13.77278995513916,109.22810363769531,,
CN Phú Yên,"Số 100, Đường Duy Tân, Phường 5, Thành phố Tuy Hoà, Phú Yên",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-17h30",13.092820167541504,109.30899810791016,,
CN Ba Tháng Hai,"Số 456, Đường Ba Tháng Hai, Phường 12, Quận 10, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.768509864807129,106.66819763183594,,
CN Mỹ Đình,"Tầng 1, 2, 3, khu tổ hợp văn phòng, trung tâm thương mại và chung cư cao cấp Golden Palace, Phường Mễ Trì, Quận Nam Từ Liêm, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.011690139770508,105.77490234375,,
CN Quận 7 Sài Gòn,"Số 38-40-42, Đường Nguyễn Thị Thập, Phường Tân Hưng, Quận 7, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,Từ thứ 2 đến thứ 6 Sáng : 7:30 - 11:30 Chiều : 13:00 - 16:30,10.740859985351562,106.69889831542969,,
CN Tam Điệp,"Đường Đồng Giao, Phường Bắc Sơn, TP Tam Điệp, Tỉnh Ninh Bình",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",20.156269073486328,105.91410064697266,,
CN Tây Sài Gòn,"Tầng 1, số 70, Đường Lữ Gia, Phường 15, Quận 11, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-16h30",10.772660255432129,106.65299987792969,,
CN Phố Núi,"Số 242, Đường Nguyễn Tất Thành, Phường Phù Đổng, Thành phố Pleiku, Gia Lai",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h00-11h00, Chiều 13h-16h30",13.976300239562988,108.01419830322266,,
CN Đăk Nông,"Đường 23/3, Phường Nghĩa Trung, Thành phố Gia Nghĩa, Đăk Nông",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30 - 16h30.",12.000940322875977,107.69499969482422,,
CN Hà Nam,"Số 210, Đường Lê Hoàn, Phường Quang Trung, TP Phủ Lý, Hà Nam",Chi nhánh,Chi nhánh,"Giờ mùa hè: Thứ 2-6: Sáng 7h00-11h30, Chiều 13h30-17h00. Giờ mùa đông: Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-17h30",20.561939239501953,105.92150115966797,,
CN Bạc Liêu,"Số 169A, Đường 23/8, Phường 8, Thành phố Bạc Liêu, Bạc Liêu",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h15-10h45, Chiều 13h15-17h00",9.294893264770508,105.71420288085938,,
CN Hóc Môn,"Số 75, Đường Lý Thường Kiệt, Thị trấn Hóc Môn, Huyện Hóc Môn, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-16h30",10.886980056762695,106.5906982421875,,
CN Trung tâm Khách hàng Cá nhân Cao cấp TP Hồ Chí Minh,"Tầng 2, Tòa nhà SaiGon Plaza, số 24, đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h",10.780229568481445,106.70439910888672,,
CN Vũng Tàu - Côn Đảo,"Số 475, Nguyễn An Ninh, Phường 9, TP Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-17h30",10.36614990234375,107.08869934082031,,
CN Hải Vân,"Số 339, Đường Nguyễn Lương Bằng, Phường Hoà Khánh Bắc, Quận Liên Chiểu, TP Đà Nẵng",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-16h30",16.083389282226562,108.14550018310547,,
CN Thống Nhất,"Toà nhà Sài Gòn Plaza, Số 24, Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.780380249023438,106.70439910888672,,
CN Phú Nhuận,"Số 36 - 38 Nguyễn Văn Trỗi, Phường 15, Quận Phú Nhuận, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-16h30",10.79341983795166,106.67949676513672,,
CN Tiền Giang,"Số 208A, Đường Nam Kỳ Khởi Nghĩa, Phường 1, Thành phố Mỹ Tho, Tiền Giang",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h15-11h30, Chiều 13h30-16h45",10.359729766845703,106.36190032958984,,
CN Mỹ Phước,"Lô D1, Đường NA3, Khu công nghiệp Mỹ Phước 2, Phường Mỹ Phước, Thành phố Bến Cát, Bình Dương",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-16h30",11.138070106506348,106.61519622802734,,
CN Móng Cái,"02C đường Hùng Vương, Phường Trần Phú, TP Móng Cái, Tỉnh Quảng Ninh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.52907943725586,107.96900177001953,,
CN Lâm Đồng,"Số 22, Đường Trần Phú, Phường 3, Thành phố Đà Lạt, Lâm Đồng",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-17h00",11.936409950256348,108.43399810791016,,
CN Khánh Hoà,"Số 1292, Đường 2/4, Phường Vạn Thạnh, TP Nha Trang, Tỉnh Khánh Hoà",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-17h00",12.209890365600586,109.09290313720703,,
CN Nam Thái Nguyên,"Số120, đường Trường Chinh, Phường Ba Hàng, TP. Phổ Yên, Tỉnh Thái Nguyên",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-17h00",21.410459518432617,105.87249755859375,,
CN Lam Sơn,"Số 07,  Phan Chu Trinh, Phường Điện Biên, TP Thanh Hoá, Tỉnh Thanh Hoá",Chi nhánh,Chi nhánh," Thứ 2-6: Sáng 7h35-11h50, Chiều 13h30-16h30",19.811609268188477,105.7761001586914,,
CN Ban Mê,"Số 41, Đường Nguyễn Tất Thành, Phường Tân An, TP Buôn Ma Thuột, Tỉnh Đăk Lăk",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h00-11h30, Chiều 13h30-17h00",12.689370155334473,108.05840301513672,,
CN Bắc Hưng Yên,"Ngã tư Phố Nối, Xã Nguyễn Văn Linh, Huyện Yên Mỹ, Tỉnh Hưng Yên",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",20.930620193481445,106.05690002441406,,
CN Sông Hàn,"Số 129, Đường Lê Lợi, Phường Hải Châu I, Quận Hải Châu, TP Đà Nẵng",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-16h30",16.074499130249023,108.22000122070312,,
CN Sài Gòn,"Số 271, Đường An Dương Vương, Phường 2, Quận 5, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.760760307312012,106.68260192871094,,
CN Lạch Tray,"Số 126 Lạch Tray, Phường Lạch Tray, Quận Ngô Quyền, TP Hải Phòng",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",20.84585952758789,106.69149780273438,,
CN Bắc Quảng Bình,"Số 368, Đường Quang Trung, Phường Ba Đồn, TX Ba Đồn, Tỉnh Quảng Bình",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-17h00",17.757110595703125,106.42120361328125,,
CN Đà Nẵng,"Số 90, Đường Nguyễn Chí Thanh, Phường Hải Châu, Quận Hải Châu, TP Đà Nẵng",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-16h30",16.070680618286133,108.22109985351562,,
CN Bình Chánh,"Tầng trệt Tòa nhà Hoàng Tháp, Đường 9A, Xã Bình Hưng, Huyện Bình Chánh, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.731459617614746,106.68910217285156,,
CN Sơn Tây,"Số 99, Phố Phạm Ngũ Lão, Phường Ngô Quyền, TX Sơn Tây, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-12h00, Chiều 13h30-17h00",21.146930694580078,105.50530242919922,,
CN Biên Hoà,"Số 304-306, Đường Võ Thị Sáu, Khu phố 4, Phường Thống Nhất, TP Biên Hoà, Tỉnh Đồng Nai",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.947749137878418,106.83220672607422,,
CN Phủ Diễn,"Khối 4, Thị trấn Diễn Thành, Huyện Diễn Châu, Tỉnh Nghệ An",Chi nhánh,Chi nhánh,"Mùa hè:Thứ 2-6: Sáng 7h00-11h30, Chiều 13h30-17h00. Mùa đông:Thứ 2-6: Sáng 7h30-12h00, Chiều 13h30-17h00",18.9760799407959,105.60060119628906,,
CN TP Cần Thơ,"Số 12, Đường Hoà Bình, Phường Thới Bình, Quận Ninh Kiều, TP Cần Thơ",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.034649848937988,105.78510284423828,,
CN Trà Vinh,"Số 2B, Đường Lê Thánh Tôn, Phường 3, TP Trà Vinh, Tỉnh Trà Vinh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h00-16h00",9.936698913574219,106.33889770507812,,
CN Bến Tre,"Số 21, Đại lộ Đồng Khởi, Phường An Hội, TP Bến Tre, Tỉnh Bến Tre",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h00-11h00, Chiều 13h-17h00",10.238670349121094,106.3760986328125,,
CN Hồng Hà,"Tầng 1, 2, 3, Toà nhà số 2, Đường Tôn Thất Tùng, Phường Kim Liên, Quận Đống Đa, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.006080627441406,105.83090209960938,,
BIDV TRUNG SƠN THANH HÓA,"Số 117, Đường Trần Phú, Phường Ba Đình, Thị xã Bỉm Sơn, Thanh Hoá",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",20.083669662475586,105.86190032958984,,
CN Trường Sơn,"Số 316, Đường Nguyễn Thái Sơn, Phường 1, Quận Gò Vấp, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.822589874267578,106.6854019165039,,
CN Thái Nguyên,"Số 653, Đường Lương Ngọc Quyến, tổ 12, Phường Phan Đình Phùng, TP Thái Nguyên, Tỉnh Thái Nguyên",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-16h30",21.58233070373535,105.83599853515625,,
CN Bình Thuận,"Số 286A, Đường Trần Hưng Đạo, Phường Bình Hưng, Thành phố Phan Thiết, Bình Thuận",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.927399635314941,108.10299682617188,,
CN Phú Mỹ,"Số 1589 đường Độc Lập, Phường Phú Mỹ, TP Phú Mỹ, Tỉnh Bà Rịa - Vũng Tàu",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h45-11h45, Chiều 13h15-16h30",10.58782958984375,107.05549621582031,,
CN Cà Mau,"Số 05A, Đường An Dương Vương, Khóm 4, Phường 7, Thành phố Cà Mau, Cà Mau",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",9.174715042114258,105.15039825439453,,
CN Đồng Tháp,"Số 12A, Đường 30/4, Phường 1, TP Cao Lãnh, Tỉnh Đồng Tháp",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-12h00, Chiều 13h30-17h00",10.460180282592773,105.63089752197266,,
CN Hà Nội,"Số 4B, Đường Lê Thánh Tông, Phường Phan Chu Trinh, Quận Hoàn Kiếm, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 8h-11h30, Chiều 13h-17h",21.022369384765625,105.85749816894531,,
CN Hải Dương,"Số 2, Đường Lê Thanh Nghị, Phường Lê Thanh Nghị, TP Hải Dương, Tỉnh Hải Dương",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 07h00-11h15, Chiều 13h30-16h30",20.937530517578125,106.32039642333984,,
CN Thành Đông,"Số 238, Đường Trường Chinh, Phường Tân Bình, TP Hải Dương, Hải Dương",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h00-11h30, Chiều 13h30-17h00",20.92827033996582,106.31620025634766,,
PGD 138B Giảng Võ,"Số 138B, Đường Giảng Võ, Phường Giảng Võ, Quận Ba Đình, TP Hà Nội",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.028799057006836,105.82569885253906,,
PGD Nguyễn Du,"159-161 Lê Thánh Tôn, Phường Bến Thành, Quận 1, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.773900032043457,106.6989974975586,,
PGD 268 Đội Cấn,"Số 268, Phố Đội Cấn, Phường Cống Vị, Quận Ba Đình, TP Hà Nội",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.03757095336914,105.81390380859375,,
PGD 90 Nguyễn Tuân,"Toà nhà HH1, số 90 phố Nguyễn Tuân, Phường Thanh Xuân Trung, Quận Thanh Xuân, TP Hà Nội",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.010379791259766,105.82479858398438,,
